""	"Gene"	"GSM6160812"	"GSM6160813"	"GSM6160814"	"GSM6160821"	"GSM6160822"	"GSM6160823"
"541"	"LACTBL1"	0	0	0	0	0	0
"542"	"TEX46"	1	2	0	2	2	0
"543"	"KDM1A"	3830	3793	3729	4146	4428	4318
"544"	"MIR3115"	0	0	0	0	0	0
"545"	"LUZP1"	2661	2497	2320	4603	4840	4956
"546"	"HTR1D"	991	993	952	2450	2289	2283
"547"	"LINC01355"	72	62	47	75	83	69
"548"	"HNRNPR"	9378	9383	9403	10178	10529	10764
"549"	"ZNF436"	465	443	416	412	441	462
"550"	"ZNF436-AS1"	33	33	44	85	38	64
"551"	"TCEA3"	17	27	24	6	21	8
"552"	"ASAP3"	349	412	376	330	338	324
"553"	"E2F2"	943	860	1021	440	450	429
"554"	"LOC101928163"	17	24	17	14	11	10
"555"	"LOC105376859"	85	65	69	77	58	51
"556"	"ID3"	3751	3961	4304	4969	5128	4540
"557"	"LOC107984928"	2	16	7	19	36	14
"558"	"MDS2"	1	0	2	8	2	4
"559"	"RPL11"	16737	16738	17928	17967	17127	17443
"560"	"ELOA"	2098	1914	1936	2018	1990	2111
"561"	"ELOA-AS1"	188	181	148	146	136	137
"562"	"PITHD1"	883	952	944	851	856	888
"563"	"LOC105376860"	121	133	132	130	156	163
"564"	"LYPLA2"	1536	1706	1572	1819	1746	1667
"565"	"GALE"	2171	2283	2295	2641	2572	2503
"566"	"HMGCL"	626	592	725	562	629	554
"567"	"LOC105376861"	1	1	5	0	2	4
"568"	"FUCA1"	1053	1180	1065	1113	1215	1193
"569"	"CNR2"	0	0	0	0	2	0
"570"	"LOC107984929"	0	0	0	0	0	0
"571"	"MIR378F"	0	0	0	0	0	0
"572"	"PNRC2"	2068	2042	1897	2527	2605	2762
"573"	"SRSF10"	5468	5511	5421	3798	3922	4101
"574"	"LOC105378615"	0	0	0	0	0	0
"575"	"LOC105376863"	6	1	4	3	0	6
"576"	"LOC107984931"	18	18	15	27	20	24
"577"	"MYOM3"	801	740	737	975	874	916
"578"	"MYOM3-AS1"	1	3	2	3	12	4
"579"	"LOC105376864"	0	0	0	0	0	0
"580"	"IL22RA1"	139	182	167	410	425	360
"581"	"IFNLR1"	143	113	124	176	165	164
"582"	"LINC02800"	1	0	0	0	2	0
"583"	"GRHL3-AS1"	0	0	0	0	0	0
"584"	"GRHL3"	73	106	92	11	7	9
"585"	"STPG1"	397	457	427	536	578	508
"586"	"NIPAL3"	1627	1520	1578	1145	1192	1223
"587"	"RCAN3AS"	7	5	6	3	4	5
"588"	"RCAN3"	1067	1048	1035	1253	1341	1280
"589"	"NCMAP-DT"	51	48	42	52	43	41
"590"	"NCMAP"	186	233	205	54	70	48
"591"	"SRRM1"	2601	2559	2544	2212	2289	2122
"592"	"CLIC4"	4339	3960	3813	4232	4613	4419
"593"	"LOC105376876"	0	0	0	0	0	0
"594"	"RUNX3"	303	317	382	435	451	378
"595"	"MIR6731"	0	0	0	0	0	0
"596"	"LOC107984932"	0	0	1	0	0	2
"597"	"RUNX3-AS1"	0	2	6	6	10	1
"598"	"MIR4425"	0	0	0	0	0	0
"599"	"LINC02793"	0	2	0	0	2	2
"600"	"SYF2"	1372	1347	1378	1227	1404	1406
"601"	"RSRP1"	677	675	651	1017	1052	984
"602"	"LOC105376882"	0	0	0	0	0	0
"603"	"RHD"	1	0	1	0	0	0
"604"	"TMEM50A"	2358	2361	2368	2473	2471	2487
"605"	"RHCE"	1398	1433	1421	1433	1474	1450
"606"	"MACO1"	788	817	856	1097	1078	1046
"607"	"LDLRAP1"	1047	1140	1138	1090	1092	922
"608"	"MAN1C1"	49	56	57	72	78	58
"609"	"SELENON"	5022	5055	5010	5112	5112	4835
"610"	"MTFR1L"	1011	974	984	871	843	807
"611"	"LOC646471"	98	111	89	116	101	110
"612"	"AUNIP"	329	367	345	278	256	255
"613"	"PAQR7"	313	373	281	225	205	224
"614"	"STMN1"	8686	8744	8977	7414	7638	8000
"615"	"MIR3917"	320	297	302	306	289	285
"616"	"LOC105376885"	0	0	1	0	0	0
"617"	"PAFAH2"	999	996	1025	918	911	939
"618"	"LOC101928216"	0	2	0	1	1	0
"619"	"EXTL1"	0	6	2	0	1	5
"620"	"SLC30A2"	0	0	0	2	4	0
"621"	"LOC105376910"	0	0	0	0	0	0
"622"	"TRIM63"	0	0	2	0	0	0
"623"	"PDIK1L"	358	355	307	326	355	307
"624"	"LOC105376886"	1	0	0	0	0	0
"625"	"FAM110D"	12	4	10	14	14	8
"626"	"C1orf232"	0	0	0	0	0	0
"627"	"ZNF593"	530	577	630	538	590	519
"628"	"CNKSR1"	17	8	12	2	0	8
"629"	"CATSPER4"	0	0	0	0	0	0
"630"	"ZPLD2P"	0	0	0	0	0	0
"631"	"CEP85"	1116	997	982	920	873	951
"632"	"SH3BGRL3"	2914	2971	3238	3261	3385	2784
"633"	"UBXN11"	405	408	402	361	389	384
"634"	"CD52"	0	0	0	3	0	0
"635"	"CRYBG2"	67	46	49	27	20	41
"636"	"ZNF683"	0	0	0	0	0	0
"637"	"LIN28A"	0	2	0	0	0	0
"638"	"DHDDS"	857	852	896	886	863	978
"639"	"DHDDS-AS1"	5	13	4	2	3	4
"640"	"HMGN2"	10412	10704	10722	9972	9923	10054
"641"	"RPS6KA1"	1188	1177	992	759	862	824
"642"	"MIR1976"	0	0	0	0	0	0
"643"	"LOC105376888"	0	0	2	0	0	2
"644"	"LOC101928728"	46	44	31	44	31	20
"645"	"ARID1A"	3111	3166	2997	2959	3081	2898
"646"	"PIGV"	756	857	820	565	600	603
"647"	"ZDHHC18"	1234	1289	1243	1637	1747	1552
"648"	"SFN"	4277	4894	4686	7940	7940	7056
"649"	"GPN2"	904	851	799	949	1024	941
"650"	"GPATCH3"	346	405	365	398	330	392
"651"	"NUDC"	5259	5382	5431	5407	5390	5342
"652"	"NR0B2"	4	2	0	0	4	0
"653"	"KDF1"	0	0	0	0	0	0
"654"	"TRNP1"	5616	6125	6179	5601	5515	5177
"655"	"TENT5B"	41	47	36	18	16	10
"656"	"LOC101928391"	0	1	0	1	0	0
"657"	"SLC9A1"	993	1001	1024	1454	1520	1337
"658"	"LOC102723760"	0	0	0	0	0	0
"659"	"WDTC1-DT"	0	0	0	0	0	0
"660"	"WDTC1"	1462	1371	1359	1343	1269	1274
"661"	"TMEM222"	986	1141	1196	1454	1558	1444
"662"	"ACTG1P20"	27	19	24	23	16	25
"663"	"SYTL1"	41	47	43	11	17	12
"664"	"MAP3K6"	656	726	588	534	574	538
"665"	"FCN3"	9	9	9	4	4	1
"666"	"CD164L2"	0	0	0	0	0	0
"667"	"GPR3"	96	93	101	98	91	96
"668"	"WASF2"	4124	4177	3944	3985	4200	4299
"669"	"LOC105376892"	0	2	0	5	5	0
"670"	"AHDC1"	914	894	795	638	675	562
"671"	"FGR"	0	0	0	0	4	1
"672"	"LINC02574"	0	0	1	0	0	0
"673"	"IFI6"	432	412	465	434	461	464
"674"	"FAM76A"	290	325	358	306	292	263
"675"	"STX12"	1320	1316	1224	1195	1274	1264
"676"	"PPP1R8"	1667	1619	1595	1538	1673	1492
"677"	"SCARNA1"	0	0	0	0	1	0
"678"	"THEMIS2"	23	46	22	42	52	48
"679"	"RPA2"	1886	1937	1860	1475	1535	1551
"680"	"SMPDL3B"	102	94	99	80	78	85
"681"	"XKR8"	361	364	397	427	371	344
"682"	"EYA3"	653	566	668	645	638	679
"683"	"PTAFR"	23	56	59	16	18	17
"684"	"DNAJC8"	2691	2812	3010	2460	2565	2541
"685"	"ATP5IF1"	1874	1963	2161	2181	1969	2101
"686"	"SESN2"	509	586	510	634	571	583
"687"	"MED18"	558	573	541	531	643	598
"688"	"PHACTR4"	2727	2525	2385	3043	3166	3093
"689"	"RCC1"	3386	3363	3560	3870	4049	3934
"690"	"SNHG3"	1545	1767	1697	1516	1413	1383
"691"	"SNORA73A"	49	45	20	34	31	31
"692"	"SNORA73B"	31	28	42	11	12	6
"693"	"TRNAU1AP"	303	297	318	367	370	372
"694"	"SNHG12"	306	322	267	296	283	293
"695"	"SNORD99"	9	5	7	11	6	11
"696"	"SNORA61"	41	42	28	35	34	34
"697"	"SNORA44"	14	7	13	6	6	2
"698"	"SNORA16A"	21	23	16	16	18	24
"699"	"RAB42"	14	16	17	46	29	29
"700"	"TAF12"	799	811	865	707	622	655
"701"	"TAF12-DT"	5	13	17	4	4	9
"702"	"RNU11"	0	1	1	0	0	0
"703"	"GMEB1"	555	510	484	650	574	617
"704"	"YTHDF2"	3192	3082	3204	3097	3405	3265
"705"	"OPRD1"	17	16	2	23	18	14
"706"	"EPB41"	1301	1269	1148	1424	1447	1473
"707"	"TMEM200B"	101	115	123	120	112	95
"708"	"SRSF4"	1882	1918	1947	1412	1526	1384
"709"	"MECR"	518	550	552	651	502	493
"710"	"PTPRU"	2236	2108	2119	1961	1825	1847
"711"	"LINC01756"	2	0	0	0	0	0
"712"	"LOC107984933"	0	0	0	0	2	0
"713"	"LOC107984934"	0	0	0	0	0	0
"714"	"LINC01648"	0	0	0	0	0	0
"715"	"LOC105378617"	0	0	0	0	0	0
"716"	"LOC105378618"	0	0	0	0	0	0
"717"	"MATN1"	11	9	6	16	13	5
"718"	"MATN1-AS1"	41	50	22	24	47	32
"719"	"LAPTM5"	24	20	32	55	64	44
"720"	"MIR4420"	0	0	0	0	0	0
"721"	"LOC105378620"	0	0	0	0	1	0
"722"	"LOC105378621"	0	0	0	0	0	0
"723"	"LINC01778"	4	4	4	8	9	13
"724"	"LOC400748"	0	0	0	0	0	0
"725"	"SDC3"	1313	1205	1220	1352	1361	1456
"726"	"PUM1"	4163	4093	3803	4281	4507	4314
"727"	"SNORD103A"	4	5	11	5	4	4
"728"	"SNORD103B"	5	5	6	6	8	5
"729"	"SNORD103C"	0	0	0	2	0	0
"730"	"LOC107984935"	7	3	9	3	8	7
"731"	"NKAIN1"	20	32	21	56	73	61
"732"	"SNRNP40"	1341	1458	1459	1291	1416	1401
"733"	"ZCCHC17"	795	782	758	665	648	683
"734"	"FABP3"	8	14	12	9	13	18
"735"	"LOC105378623"	0	0	0	0	0	0
"736"	"LOC107985470"	0	0	1	0	0	0
"737"	"SERINC2"	1970	2014	2179	2545	2615	2315
"738"	"LOC105378625"	4	0	0	0	0	1
"739"	"LOC105379772"	0	0	0	0	0	0
"740"	"LDC1P"	2	0	0	0	0	0
"741"	"LINC01226"	0	0	0	0	0	0
"742"	"LOC105378626"	5	12	4	9	8	10
"743"	"TINAGL1"	2	7	2	9	0	2
"744"	"HCRTR1"	127	143	151	145	138	135
"745"	"PEF1"	2032	2212	2099	1917	1904	1797
"746"	"PEF1-AS1"	48	58	41	47	42	45
"747"	"LOC105378628"	0	5	0	6	0	0
"748"	"COL16A1"	304	311	331	510	526	543
"749"	"LOC101929444"	8	12	6	3	10	16
"750"	"ADGRB2"	699	672	625	591	624	567
"751"	"MIR4254"	0	1	0	1	1	0
"752"	"SPOCD1"	35	24	23	79	77	64
"753"	"PTP4A2"	11657	11475	11909	9466	9837	9349
"754"	"KHDRBS1"	9187	8921	9120	9490	9937	9734
"755"	"TMEM39B"	438	520	510	464	560	488
"756"	"MIR5585"	0	0	0	0	0	0
"757"	"KPNA6"	3541	3262	3280	3119	3291	3184
"758"	"TXLNA"	2823	2825	2757	2790	2821	2956
"759"	"CCDC28B"	61	58	64	44	60	43
"760"	"TMEM234"	206	201	274	232	324	259
"761"	"IQCC"	109	135	133	117	112	116
"762"	"DCDC2B"	26	30	29	42	42	35
"763"	"EIF3I"	8148	8676	8590	7988	7984	8169
"764"	"MTMR9LP"	121	90	85	101	104	73
"765"	"FAM167B"	44	45	38	63	44	36
"766"	"LCK"	0	0	2	2	0	3
"767"	"HDAC1"	4077	3855	3900	3575	3653	3511
"768"	"MARCKSL1"	4040	4343	4212	4897	4793	4664
"769"	"LOC105378629"	2	2	1	1	0	2
"770"	"TSSK3"	145	164	158	134	146	142
"771"	"FAM229A"	59	70	33	46	52	46
"772"	"BSDC1"	1263	1299	1240	1480	1380	1430
"773"	"ZBTB8B"	1	7	0	0	0	0
"774"	"ZBTB8A"	392	318	315	417	452	495
"775"	"LOC102723870"	13	17	8	3	9	12
"776"	"ZBTB8OS"	714	591	668	535	536	588
"777"	"RBBP4"	4887	4958	5012	4479	4683	4808
"778"	"SYNC"	1414	1521	1476	1410	1428	1382
"779"	"KIAA1522"	5133	5186	5061	5171	5159	4842
"780"	"YARS1"	3947	4131	4167	4188	4291	4375
"781"	"S100PBP"	964	834	1033	1004	1059	1176
"782"	"FNDC5"	6	12	12	38	36	55
"783"	"LOC105378631"	0	0	2	0	0	0
"784"	"HPCA"	22	11	32	27	33	26
"785"	"TMEM54"	771	804	909	863	895	792
"786"	"LOC105378632"	2	3	2	2	5	3
"787"	"RNF19B"	1047	1107	1028	1744	1832	1789
"788"	"AK2"	4780	4790	4868	4819	4839	4822
"789"	"LOC105378635"	0	0	0	2	0	0
"790"	"AZIN2"	42	33	66	78	85	52
"791"	"LOC112268224"	0	2	0	2	0	1
"792"	"TRIM62"	189	186	231	297	291	248
"793"	"ZNF362"	704	776	782	1130	1117	1098
"794"	"A3GALT2"	1	0	2	3	1	1
"795"	"PHC2"	2426	2674	2408	5384	5189	5026
"796"	"MIR3605"	55	63	60	140	124	115
"797"	"PHC2-AS1"	3	5	2	2	0	2
"798"	"ZSCAN20"	188	167	158	225	262	272
"799"	"CSMD2"	0	0	1	2	8	3
"800"	"LOC105378638"	0	0	0	0	0	0
"801"	"HMGB4"	0	0	0	0	0	0
"802"	"CSMD2-AS1"	0	0	0	0	0	0
"803"	"C1orf94"	0	0	0	0	0	0
"804"	"LOC105378639"	0	0	0	0	0	0
"805"	"LOC105378640"	0	0	0	0	0	0
"806"	"LOC105378641"	0	0	0	0	0	0
"807"	"MIR552"	0	0	0	0	0	0
"808"	"LOC105378642"	1	2	0	1	0	0
"809"	"GJB5"	7	21	3	2	6	6
"810"	"GJB4"	22	15	25	2	5	10
"811"	"GJB3"	100	100	114	129	126	107
"812"	"GJA4"	0	0	0	0	0	0
"813"	"SMIM12"	1173	1112	1127	1218	1330	1277
"814"	"DLGAP3"	11	10	13	1	16	4
"815"	"GPR199P"	21	34	27	36	21	44
"816"	"TMEM35B"	453	439	430	415	397	464
"817"	"ZMYM6"	504	510	539	517	576	537
"818"	"ZMYM1"	762	726	681	671	759	745
"819"	"LOC105378644"	2	0	0	0	0	0
"820"	"SFPQ"	11320	10939	10747	11859	12432	12073
"821"	"ZMYM4"	2432	2248	2115	1820	2033	2012
"822"	"ZMYM4-AS1"	32	18	24	25	30	34
"823"	"KIAA0319L"	2954	2579	2608	2245	2206	2221
"824"	"NCDN"	982	1014	1016	997	1039	1002
"825"	"TFAP2E"	24	28	21	28	18	18
"826"	"TFAP2E-AS1"	5	4	1	1	0	2
"827"	"PSMB2"	5738	6042	6243	5800	5970	5790
"828"	"LOC105378646"	0	0	0	0	0	0
"829"	"C1orf216"	744	675	740	707	709	697
"830"	"CLSPN"	1361	1151	1275	958	1138	1092
"831"	"AGO4"	432	411	362	653	621	659
"832"	"AGO1"	1499	1455	1284	1215	1300	1173
"833"	"AGO3"	774	711	749	752	705	728
"834"	"LOC105378647"	0	0	0	0	0	0
"835"	"TEKT2"	0	0	2	0	1	0
"836"	"ADPRS"	664	728	645	750	706	689
"837"	"COL8A2"	6	4	10	5	0	2
"838"	"TRAPPC3"	1641	1715	1608	1509	1413	1469
"839"	"MAP7D1"	3342	3586	3549	5866	5950	5293
"840"	"THRAP3"	6307	6173	6045	5880	6124	6357
"841"	"SH3D21"	34	55	48	37	55	42
"842"	"EVA1B"	263	313	235	378	330	333
"843"	"STK40"	412	356	431	451	496	447
"844"	"LSM10"	792	732	838	670	730	688
"845"	"OSCP1"	189	198	240	283	234	226
"846"	"SNORA63C"	1	0	1	0	1	0
"847"	"LOC107984940"	0	0	2	0	0	0
"848"	"MRPS15"	2521	2439	2403	2259	2345	2484
"849"	"CSF3R"	0	2	0	14	10	8
"850"	"LOC107984941"	0	0	0	0	0	0
"851"	"LOC105378648"	0	0	0	0	0	0
"852"	"GRIK3"	0	0	0	2	0	0
"853"	"MIR4255"	0	0	0	0	0	0
"854"	"LOC107984942"	4	2	2	7	0	0
"855"	"ZC3H12A-DT"	659	664	677	1082	1069	1112
"856"	"ZC3H12A"	1226	1258	1249	1880	1759	1504
"857"	"MIR6732"	8	8	8	21	9	11
"858"	"MEAF6"	1436	1584	1515	1394	1438	1361
"859"	"MIR5581"	6	0	0	4	0	5
"860"	"LOC105378649"	33	30	28	36	48	51
"861"	"SNIP1"	457	457	485	524	600	664
"862"	"DNALI1"	13	7	15	17	11	11
"863"	"GNL2"	1815	1767	1696	2004	1981	2022
"864"	"RSPO1"	4	0	0	0	0	0
"865"	"C1orf109"	683	610	609	669	738	739
"866"	"CDCA8"	1719	1805	1837	1750	1853	1992
"867"	"EPHA10"	116	93	98	135	132	114
"868"	"LOC105378650"	0	0	0	0	0	0
"869"	"MANEAL"	1530	1663	1630	1478	1530	1595
"870"	"YRDC"	943	1032	1097	933	1047	997
"871"	"C1orf122"	1220	1316	1339	1196	1212	1052
"872"	"MTF1"	697	697	689	859	853	856
"873"	"INPP5B"	385	370	390	291	359	343
"874"	"LOC105378651"	4	3	5	7	7	10
"875"	"SF3A3"	3565	3681	3776	3112	3289	3422
"876"	"FHL3"	167	174	179	829	723	704
"877"	"UTP11"	1332	1490	1393	1294	1412	1503
"878"	"POU3F1"	0	0	0	2	0	0
"879"	"LOC107985103"	0	4	0	0	0	0
"880"	"MIR3659HG"	0	0	0	0	0	0
"881"	"MIR3659"	0	0	0	0	0	0
"882"	"LINC02786"	0	0	0	0	0	0
"883"	"LOC105378654"	0	0	0	0	0	0
"884"	"LINC01343"	0	0	0	0	0	0
"885"	"LOC105378657"	0	0	0	0	0	0
"886"	"LOC107984943"	0	0	0	0	0	0
"887"	"LINC01685"	0	0	0	0	0	0
"888"	"LOC105378658"	0	0	0	0	0	0
"889"	"LOC105378660"	0	0	0	0	0	0
"890"	"RRAGC"	1439	1500	1495	1572	1690	1664
"891"	"GJA9-MYCBP"	608	610	656	554	539	573
"892"	"MYCBP"	604	602	649	545	535	565
"893"	"LOC105378663"	1	3	1	0	2	0
"894"	"GJA9"	4	7	7	5	3	3
"895"	"RHBDL2"	108	108	124	61	73	63
"896"	"LOC105378662"	16	16	19	10	8	8
"897"	"AKIRIN1"	2483	2356	2624	2412	2569	2482
"898"	"NDUFS5"	2849	2939	3014	3018	2701	2820
"899"	"MACF1"	8847	7772	7459	7818	8259	8672
"900"	"KIAA0754"	1022	830	601	654	845	763
"901"	"LOC105378950"	4	4	0	5	1	0
"902"	"BMP8A"	161	165	140	147	123	108
"903"	"OXCT2P1"	3	8	6	6	10	5
"904"	"PPIEL"	188	169	200	100	128	120
"905"	"PABPC4"	5019	4988	4970	4755	4963	4530
"906"	"PABPC4-AS1"	557	557	537	474	485	471
"907"	"SNORA55"	10	1	3	1	4	7
"908"	"HEYL"	367	355	305	349	355	347
"909"	"NT5C1A"	0	0	0	0	0	0
"910"	"HPCAL4"	10	4	9	37	40	43
"911"	"PPIE"	1467	1371	1542	1243	1365	1283
"912"	"BMP8B"	626	615	599	698	639	651
"913"	"OXCT2"	3	14	6	6	7	7
"914"	"BMP8B-AS1"	2	0	0	0	0	0
"915"	"LOC101929536"	3	8	9	2	8	2
"916"	"LOC105378951"	8	4	8	6	16	8
"917"	"LINC02811"	1	5	8	8	3	7
"918"	"LOC105378665"	2	4	5	5	2	2
"919"	"LOC105378667"	0	0	0	0	0	0
"920"	"TRIT1"	583	698	605	645	601	533
"921"	"MYCL"	44	49	32	86	101	76
"922"	"MYCL-AS1"	5	2	1	9	5	2
"923"	"MFSD2A"	188	212	167	252	234	250
"924"	"LOC105378669"	6	5	4	11	4	7
"925"	"CAP1"	7152	6992	7104	8032	8198	8424
"926"	"PPT1"	6236	6234	6480	5507	5946	5879
"927"	"LOC105378671"	0	0	0	0	0	0
"928"	"RLF"	847	825	722	829	869	960
"929"	"TMCO2"	0	0	2	0	0	0
"930"	"ZMPSTE24"	4562	4471	4392	4127	4497	4577
"931"	"COL9A2"	6	2	6	0	5	5
"932"	"LOC107984945"	0	0	0	0	0	0
"933"	"SMAP2"	652	663	649	581	583	594
"934"	"ZFP69B"	168	152	177	179	205	218
"935"	"ZFP69"	2	4	0	0	2	0
"936"	"EXO5-DT"	12	11	4	4	9	4
"937"	"EXO5"	161	164	137	125	109	122
"938"	"ZNF684"	75	87	99	88	83	91
"939"	"LOC105378673"	0	0	0	0	0	0
"940"	"RIMS3"	221	189	201	195	165	204
"941"	"LOC105378675"	0	2	2	2	0	4
"942"	"LOC105378674"	0	0	0	0	0	0
"943"	"NFYC-AS1"	115	132	124	128	141	116
"944"	"NFYC"	1295	1331	1392	1425	1446	1444
"945"	"MIR30E"	0	0	0	0	0	0
"946"	"MIR30C1"	0	0	0	0	0	0
"947"	"KCNQ4"	35	47	47	27	35	22
"948"	"LOC105378676"	1	0	0	0	0	0
"949"	"CITED4"	644	742	759	2941	2963	2352
"950"	"CTPS1"	4419	4419	4420	9902	10499	10537
"951"	"SLFNL1-AS1"	76	96	72	167	130	92
"952"	"SLFNL1"	96	85	69	231	276	223
"953"	"SCMH1"	833	887	827	770	782	727
"954"	"FOXO6"	41	33	36	50	51	41
"955"	"FOXO6-AS1"	1	5	9	10	3	5
"956"	"LOC105378678"	12	15	4	27	14	9
"957"	"EDN2"	14	20	9	1	4	0
"958"	"HIVEP3"	196	180	168	309	331	347
"959"	"GUCA2B"	34	39	42	12	12	4
"960"	"GUCA2A"	4	2	2	2	1	2
"961"	"FOXJ3"	2238	2083	2088	1769	1783	2033
"962"	"RIMKLA"	620	605	536	259	306	323
"963"	"ZMYND12"	24	23	29	15	24	37
"964"	"CCDC30"	252	257	246	213	236	239
"965"	"PPCS"	1670	1631	1624	1521	1535	1490
"966"	"PPIH"	655	652	666	744	739	721
"967"	"YBX1"	26466	27069	27823	26216	25517	25093
"968"	"CLDN19"	2	4	0	6	0	2
"969"	"P3H1"	1270	1240	1212	1239	1211	1145
"970"	"C1orf50"	255	280	253	220	209	235
"971"	"TMEM269-DT"	8	0	2	5	2	3
"972"	"TMEM269"	18	24	23	25	4	18
"973"	"LOC107984946"	4	2	5	7	2	4
"974"	"SVBP"	213	237	223	211	205	189
"975"	"ERMAP"	749	652	712	579	475	568
"976"	"ZNF691"	303	301	306	277	267	269
"977"	"LOC339539"	2	0	1	0	2	0
"978"	"SLC2A1"	7886	7881	8068	12194	12523	12428
"979"	"SLC2A1-DT"	20	36	31	20	19	30
"980"	"FAM183A"	11	17	8	8	6	9
"981"	"EBNA1BP2"	4142	4228	4427	4123	3944	4150
"982"	"MIR6733"	2	1	2	1	2	1
"983"	"CFAP57"	35	44	32	34	25	27
"984"	"LOC105378685"	2	2	2	4	0	2
"985"	"TMEM125"	2	0	0	0	0	4
"986"	"C1orf210"	0	0	2	0	0	0
"987"	"TIE1"	0	0	0	0	0	0
"988"	"MPL"	9	20	10	22	11	11
"989"	"CDC20-DT"	45	52	68	64	57	66
"990"	"CDC20"	3174	3509	3511	3851	3861	3838
"991"	"ELOVL1"	4239	4048	4116	4475	4809	4617
"992"	"MIR6734"	5	2	1	4	1	3
"993"	"LOC112268225"	8	15	17	15	15	13
"994"	"MED8"	1068	1055	1070	1039	1007	1045
"995"	"MED8-AS1"	77	96	89	95	78	88
"996"	"SZT2"	1077	1033	922	1045	1046	987
"997"	"SZT2-AS1"	33	31	40	32	45	44
"998"	"MIR6735"	0	0	0	0	1	0
"999"	"HYI"	242	221	239	250	261	229
"1000"	"PTPRF"	6030	5798	5706	9281	9551	8710
"1001"	"KDM4A"	1368	1331	1187	1416	1406	1512
"1002"	"KDM4A-AS1"	112	134	115	122	114	145
"1003"	"ST3GAL3"	206	213	188	185	214	154
"1004"	"ST3GAL3-AS1"	1	1	1	0	1	1
"1005"	"MIR6079"	0	0	0	0	0	0
"1006"	"ARTN"	29	21	29	5	14	15
"1007"	"LINC02918"	4	6	21	9	21	24
"1008"	"LOC101929609"	103	95	85	92	103	84
"1009"	"IPO13"	1379	1382	1307	1062	1196	1099
"1010"	"DPH2"	1617	1485	1593	1477	1501	1500
"1011"	"ATP6V0B"	2276	2291	2480	2715	2647	2473
"1012"	"B4GALT2"	1570	1524	1526	1945	1824	1705
"1013"	"CCDC24"	278	366	348	348	345	287
"1014"	"SLC6A9"	538	537	535	417	427	384
"1015"	"LOC107984948"	46	40	58	17	21	31
"1016"	"KLF17"	14	12	8	29	33	32
"1017"	"KLF18"	0	0	0	0	0	0
"1018"	"DMAP1"	715	804	795	821	694	734
"1019"	"ERI3"	2065	2077	2006	2088	2256	2284
"1020"	"ERI3-IT1"	16	14	11	18	13	15
"1021"	"SNORA110"	0	0	0	0	0	0
"1022"	"RNF220"	1444	1496	1580	1687	1787	1625
"1023"	"LOC107984951"	1	0	0	0	2	0
"1024"	"MIR5584"	0	0	0	0	0	0
"1025"	"LOC107984950"	400	371	389	408	368	386
"1026"	"TMEM53"	225	257	249	259	210	185
"1027"	"SNORD145"	1	0	1	0	0	2
"1028"	"ARMH1"	28	44	42	27	21	16
"1029"	"LOC105378690"	3	3	3	6	4	6
"1030"	"RNU5F-1"	0	0	0	0	0	0
"1031"	"RNU5D-1"	0	3	1	0	1	0
"1032"	"KIF2C"	2265	2188	2108	2887	3182	3209
"1033"	"SNORD160"	3	1	2	0	1	3
"1034"	"RPS8"	19806	20538	20808	18496	18558	17878
"1035"	"SNORD55"	17	12	16	5	20	2
"1036"	"SNORD46"	7	6	12	3	8	4
"1037"	"SNORD38A"	7	18	21	5	7	3
"1038"	"SNORD38B"	13	14	15	12	11	12
"1039"	"BEST4"	9	9	10	13	16	14
"1040"	"PLK3"	386	415	457	873	770	835
"1041"	"DYNLT4"	50	37	35	86	83	70
"1042"	"BTBD19"	80	76	71	109	90	102
"1043"	"LOC107984952"	27	10	28	18	39	29
"1044"	"PTCH2"	34	28	35	28	34	13
"1045"	"EIF2B3"	850	800	894	716	773	795
"1046"	"HECTD3"	1514	1521	1530	1433	1400	1310
"1047"	"UROD"	1329	1293	1283	1297	1213	1288
"1048"	"ZSWIM5"	420	423	390	378	406	353
"1049"	"LOC105378691"	14	9	10	8	6	11
"1050"	"LINC01144"	14	9	6	8	6	11
"1051"	"HPDL"	132	173	148	59	55	67
"1052"	"MUTYH"	337	382	397	321	359	279
"1053"	"TOE1"	544	580	600	456	516	468
"1054"	"TESK2"	44	44	35	38	55	35
"1055"	"CCDC163"	106	106	112	98	71	80
"1056"	"MMACHC"	7654	7717	7782	6641	6729	7166
"1057"	"PRDX1"	36350	37429	36672	36408	36237	37239
"1058"	"AKR1A1"	2864	2829	2883	2532	2369	2550
"1059"	"NASP"	4361	4369	4221	3993	4248	4287
"1060"	"CCDC17"	59	41	49	28	27	27
"1061"	"GPBP1L1"	1992	2057	1982	2095	2112	2007
"1062"	"RPS15AP10"	2	3	2	8	8	2
"1063"	"TMEM69"	1071	1030	986	957	954	962
"1064"	"IPP"	599	579	463	497	556	483
"1065"	"LOC105378693"	0	0	0	0	0	0
"1066"	"MAST2"	2667	2657	2647	2679	2799	2647
"1067"	"LOC105378694"	0	0	0	0	0	2
"1068"	"P3R3URF-PIK3R3"	205	160	176	110	138	132
"1069"	"PIK3R3"	252	216	201	125	173	148
"1070"	"LOC101929626"	11	4	6	6	2	2
"1071"	"TSPAN1"	102	102	87	71	74	73
"1072"	"P3R3URF"	0	0	0	0	0	0
"1073"	"POMGNT1"	2833	2932	2974	2852	2867	2924
"1074"	"LURAP1"	0	0	2	1	0	0
"1075"	"RAD54L"	509	510	449	495	522	437
